Species,Dataset,File Name,Streptomycin,Vancomycin,Ceftriaxone,Oxacillin,Clindamycin,Fusidic acid,Erythromycin,Linezolid,Methicillin,Gentamicin,Trimethoprim-Sulfamethoxazole,Ciprofloxacin,Tetracycline,Chloramphenicol,Penicillin,Trimethoprim,Daptomycin,Cefoxitin,Amikacin,Ampicillin-Sulbactam,Cefepime,Cefotaxime,Ceftazidime,Colistin,Doripenem,Imipenem,Levofloxacin,Meropenem,Minocycline,Moxifloxacin,Polymyxin_B,Tigecycline,Tobramycin,Ampicillin,Amoxicillin-Clavulanic acid,Azithromycin,Sulfisoxazole,Kanamycin,Nalidixic acid,Ceftiofur,Capreomycin,Clarithromycin,Clofazimine,Cycloserine,Ethambutol,Ethionamide,Gatifloxacin,Isoniazid,Nicotinamide,Ofloxacin,para-aminosalicylic acid,Prothionamide,Pyrazinamide,Rifabutin,Rifampicin,Aztreonam,Cefuroxime,Piperacillin-Tazobactam
Staphylococcus aureus,PATRIC_genomes,1280.31271.fna,,,,,S,,S,,S,S,,S,S,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31272.fna,,,,,S,,S,,S,S,S,S,S,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31273.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31274.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31275.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31276.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31277.fna,,,,,S,,S,,S,,,S,S,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31278.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31279.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31281.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31282.fna,,,,,S,,S,,S,S,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31283.fna,,,,,S,,S,,S,S,S,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31284.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31285.fna,,,,,S,,S,,S,S,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31286.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31287.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31288.fna,,,,,S,,S,,S,S,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31289.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31291.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31292.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31293.fna,,,,,S,,S,,S,,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31294.fna,,,,,S,,S,,S,S,,S,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31295.fna,,,,,S,,S,,S,,,S,S,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31569.fna,,,,,S,,S,,R,,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31571.fna,,,,,S,,S,,S,,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31572.fna,,,,,S,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31573.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31574.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31575.fna,,,,,S,,S,,R,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31576.fna,,,,,S,,S,,S,R,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31577.fna,,,,,S,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31578.fna,,,,,S,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31579.fna,,,,,R,,R,,R,,,R,R,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31581.fna,,,,,S,,S,,R,,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31582.fna,,,,,S,,S,,R,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31583.fna,,,,,S,,R,,S,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31584.fna,,,,,S,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31585.fna,,,,,S,,R,,R,,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31586.fna,,,,,R,,R,,R,R,,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31587.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31588.fna,,,,,S,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31589.fna,,,,,S,,R,,R,S,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31591.fna,,,,,S,,S,,R,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31592.fna,,,,,S,,S,,S,,S,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31593.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31594.fna,,,,,S,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31595.fna,,,,,R,,R,,R,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31596.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31597.fna,,,,,S,,S,,S,R,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31598.fna,,,,,S,,S,,S,R,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31599.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31601.fna,,,,,S,,S,,R,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31602.fna,,,,,S,,R,,S,R,,R,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31603.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31604.fna,,,,,R,,R,,R,,,R,R,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31605.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31606.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31607.fna,,,,,S,,S,,R,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31608.fna,,,,,R,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31609.fna,,,,,S,,S,,R,R,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31611.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31612.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31613.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31614.fna,,,,,S,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31615.fna,,,,,S,,S,,R,S,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31616.fna,,,,,R,,R,,R,R,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31617.fna,,,,,R,,R,,R,R,S,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31618.fna,,,,,S,,S,,R,S,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31619.fna,,,,,R,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31621.fna,,,,,S,,R,,R,,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31622.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31623.fna,,,,,R,,R,,R,R,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31624.fna,,,,,S,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31625.fna,,,,,S,,S,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31626.fna,,,,,S,,S,,R,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31627.fna,,,,,S,,S,,R,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31628.fna,,,,,S,,S,,S,,,S,S,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31629.fna,,,,,S,,S,,S,,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31899.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31901.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31902.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31903.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31904.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31905.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31906.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31907.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31908.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31909.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31911.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31912.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31913.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31914.fna,,,,,S,,S,,S,,S,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31915.fna,,,,,R,,R,,R,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31916.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31917.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31918.fna,,,,,S,,S,,S,,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31919.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31921.fna,,,,,S,,S,,S,,S,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31922.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31923.fna,,,,,S,,S,,S,,S,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31924.fna,,,,,S,,S,,S,,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31925.fna,,,,,S,,S,,S,,S,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31926.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31927.fna,,,,,S,,S,,S,S,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31928.fna,,,,,S,,S,,S,S,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31929.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31931.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31932.fna,,,,,R,,R,,R,R,R,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31933.fna,,,,,R,,R,,R,R,R,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31934.fna,,,,,S,,R,,S,,R,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31935.fna,,,,,S,,S,,R,R,,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31936.fna,,,,,S,,R,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31937.fna,,,,,S,,R,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31938.fna,,,,,S,,S,,S,,S,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.31939.fna,,,,,R,,R,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32188.fna,,,,,S,,R,,R,,S,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32189.fna,,,,,R,,R,,R,R,,R,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32191.fna,,,,,S,,R,,R,,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32192.fna,,,,,R,,R,,S,S,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32193.fna,,,,,S,,S,,S,S,S,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32194.fna,,,,,R,,R,,S,S,S,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32195.fna,,,,,R,,R,,S,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32196.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32197.fna,,,,,S,,S,,S,R,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32198.fna,,,,,S,,R,,S,,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32199.fna,,,,,R,,R,,S,R,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32201.fna,,,,,S,,R,,S,,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32202.fna,,,,,S,,R,,S,,S,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32203.fna,,,,,S,,R,,S,,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32204.fna,,,,,R,,R,,S,R,S,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32205.fna,,,,,R,,R,,S,R,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32206.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32207.fna,,,,,R,,R,,S,S,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32208.fna,,,,,R,,R,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32211.fna,,,,,S,,S,,S,,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32212.fna,,,,,R,,R,,S,R,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32213.fna,,,,,S,,S,,S,R,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32214.fna,,,,,S,,S,,S,,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32215.fna,,,,,S,,R,,S,,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32216.fna,,,,,S,,S,,S,,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32217.fna,,,,,S,,S,,S,R,,S,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32218.fna,,,,,S,,S,,S,,,S,S,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,PATRIC_genomes,1280.32219.fna,,,,,S,,S,,S,S,,S,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
